0 	0.851088
0.20202 	0.850915
0.40404 	0.850397
0.606061 	0.849535
0.808081 	0.848329
1.0101 	0.84678
1.21212 	0.844889
1.41414 	0.842658
1.61616 	0.840088
1.81818 	0.837182
2.0202 	0.833942
2.22222 	0.83037
2.42424 	0.82647
2.62626 	0.822244
2.82828 	0.817697
3.0303 	0.812831
3.23232 	0.807652
3.43434 	0.802164
3.63636 	0.796371
3.83838 	0.790278
4.0404 	0.783891
4.24242 	0.777215
4.44444 	0.770257
4.64646 	0.763022
4.84848 	0.755518
5.05051 	0.747751
5.25253 	0.739729
5.45455 	0.731459
5.65657 	0.722949
5.85859 	0.714207
6.06061 	0.705241
6.26263 	0.696061
6.46465 	0.686675
6.66667 	0.677093
6.86869 	0.667325
7.07071 	0.657379
7.27273 	0.647267
7.47475 	0.636999
7.67677 	0.626585
7.87879 	0.616036
8.08081 	0.605363
8.28283 	0.594578
8.48485 	0.583692
8.68687 	0.572716
8.88889 	0.561661
9.09091 	0.550541
9.29293 	0.539366
9.49495 	0.528149
9.69697 	0.516902
9.89899 	0.505636
10.101 	0.494365
10.303 	0.483099
10.5051 	0.471852
10.7071 	0.460635
10.9091 	0.44946
11.1111 	0.43834
11.3131 	0.427285
11.5152 	0.416309
11.7172 	0.405423
11.9192 	0.394638
12.1212 	0.383965
12.3232 	0.373416
12.5253 	0.363002
12.7273 	0.352734
12.9293 	0.342623
13.1313 	0.332677
13.3333 	0.322909
13.5354 	0.313327
13.7374 	0.303941
13.9394 	0.294761
14.1414 	0.285795
14.3434 	0.277053
14.5455 	0.268543
14.7475 	0.260273
14.9495 	0.252251
15.1515 	0.244484
15.3535 	0.23698
15.5556 	0.229746
15.7576 	0.222788
15.9596 	0.216112
16.1616 	0.209725
16.3636 	0.203633
16.5657 	0.19784
16.7677 	0.192351
16.9697 	0.187173
17.1717 	0.182308
17.3737 	0.177761
17.5758 	0.173535
17.7778 	0.169635
17.9798 	0.166064
18.1818 	0.162824
18.3838 	0.159918
18.5859 	0.157348
18.7879 	0.155117
18.9899 	0.153227
19.1919 	0.151678
19.3939 	0.150472
19.596 	0.14961
19.798 	0.149093
20 	0.14892
