0 	0.958719
0.20202 	0.958546
0.40404 	0.958029
0.606061 	0.957166
0.808081 	0.955955
1.0101 	0.954394
1.21212 	0.952481
1.41414 	0.95021
1.61616 	0.947579
1.81818 	0.944583
2.0202 	0.941217
2.22222 	0.937476
2.42424 	0.933354
2.62626 	0.928845
2.82828 	0.923945
3.0303 	0.918647
3.23232 	0.912945
3.43434 	0.906835
3.63636 	0.900312
3.83838 	0.89337
4.0404 	0.886006
4.24242 	0.878216
4.44444 	0.869998
4.64646 	0.861349
4.84848 	0.852269
5.05051 	0.842758
5.25253 	0.832817
5.45455 	0.822448
5.65657 	0.811655
5.85859 	0.800443
6.06061 	0.788818
6.26263 	0.776788
6.46465 	0.764362
6.66667 	0.751551
6.86869 	0.738366
7.07071 	0.724822
7.27273 	0.710933
7.47475 	0.696715
7.67677 	0.682188
7.87879 	0.667369
8.08081 	0.652279
8.28283 	0.636941
8.48485 	0.621376
8.68687 	0.605611
8.88889 	0.589668
9.09091 	0.573573
9.29293 	0.557354
9.49495 	0.541037
9.69697 	0.52465
9.89899 	0.508221
10.101 	0.491779
10.303 	0.47535
10.5051 	0.458963
10.7071 	0.442646
10.9091 	0.426427
11.1111 	0.410333
11.3131 	0.39439
11.5152 	0.378624
11.7172 	0.36306
11.9192 	0.347721
12.1212 	0.332632
12.3232 	0.317813
12.5253 	0.303285
12.7273 	0.289068
12.9293 	0.275178
13.1313 	0.261634
13.3333 	0.248449
13.5354 	0.235638
13.7374 	0.223212
13.9394 	0.211182
14.1414 	0.199557
14.3434 	0.188345
14.5455 	0.177552
14.7475 	0.167183
14.9495 	0.157242
15.1515 	0.147731
15.3535 	0.138651
15.5556 	0.130002
15.7576 	0.121784
15.9596 	0.113995
16.1616 	0.10663
16.3636 	0.0996887
16.5657 	0.0931653
16.7677 	0.0870555
16.9697 	0.0813543
17.1717 	0.0760564
17.3737 	0.0711562
17.5758 	0.066648
17.7778 	0.0625261
17.9798 	0.0587849
18.1818 	0.055419
18.3838 	0.052423
18.5859 	0.0497921
18.7879 	0.0475218
18.9899 	0.0456081
19.1919 	0.0440474
19.3939 	0.0428369
19.596 	0.0419741
19.798 	0.0414574
20 	0.0412846
