0 	1
0.20202 	1
0.40404 	1
0.606061 	1
0.808081 	1
1.0101 	1
1.21212 	1
1.41414 	1
1.61616 	1
1.81818 	1
2.0202 	1
2.22222 	1
2.42424 	1
2.62626 	1
2.82828 	1
3.0303 	1
3.23232 	1
3.43434 	1
3.63636 	1
3.83838 	1
4.0404 	1
4.24242 	1
4.44444 	1
4.64646 	1
4.84848 	1
5.05051 	1
5.25253 	1
5.45455 	1
5.65657 	1
5.85859 	1
6.06061 	1
6.26263 	1
6.46465 	1
6.66667 	1
6.86869 	1
7.07071 	1
7.27273 	1
7.47475 	1
7.67677 	1
7.87879 	1
8.08081 	1
8.28283 	1
8.48485 	1
8.68687 	1
8.88889 	1
9.09091 	1
9.29293 	1
9.49495 	1
9.69697 	1
9.89899 	0.752525
10.101 	0.247475
10.303 	0
10.5051 	0
10.7071 	0
10.9091 	0
11.1111 	0
11.3131 	0
11.5152 	0
11.7172 	0
11.9192 	0
12.1212 	0
12.3232 	0
12.5253 	0
12.7273 	0
12.9293 	0
13.1313 	0
13.3333 	0
13.5354 	0
13.7374 	0
13.9394 	0
14.1414 	0
14.3434 	0
14.5455 	0
14.7475 	0
14.9495 	0
15.1515 	0
15.3535 	0
15.5556 	0
15.7576 	0
15.9596 	0
16.1616 	0
16.3636 	0
16.5657 	0
16.7677 	0
16.9697 	0
17.1717 	0
17.3737 	0
17.5758 	0
17.7778 	0
17.9798 	0
18.1818 	0
18.3838 	0
18.5859 	0
18.7879 	0
18.9899 	0
19.1919 	0
19.3939 	0
19.596 	0
19.798 	0
20 	0
