-10,-4.14477e-05
-9.97998,-4.14953e-05
-9.95996,-4.146e-05
-9.93994,-4.13386e-05
-9.91992,-4.11277e-05
-9.8999,-4.08241e-05
-9.87988,-4.04246e-05
-9.85986,-3.99262e-05
-9.83984,-3.93257e-05
-9.81982,-3.86204e-05
-9.7998,-3.78073e-05
-9.77978,-3.68837e-05
-9.75976,-3.58469e-05
-9.73974,-3.46945e-05
-9.71972,-3.34242e-05
-9.6997,-3.20335e-05
-9.67968,-3.05206e-05
-9.65966,-2.88835e-05
-9.63964,-2.71205e-05
-9.61962,-2.523e-05
-9.5996,-2.32106e-05
-9.57958,-2.10614e-05
-9.55956,-1.87812e-05
-9.53954,-1.63696e-05
-9.51952,-1.38259e-05
-9.4995,-1.11501e-05
-9.47948,-8.34213e-06
-9.45946,-5.40242e-06
-9.43944,-2.33157e-06
-9.41942,8.69494e-07
-9.3994,4.19955e-06
-9.37938,7.65707e-06
-9.35936,1.12402e-05
-9.33934,1.49467e-05
-9.31932,1.87741e-05
-9.2993,2.27194e-05
-9.27928,2.67795e-05
-9.25926,3.09507e-05
-9.23924,3.5229e-05
-9.21922,3.96101e-05
-9.1992,4.40892e-05
-9.17918,4.86612e-05
-9.15916,5.33204e-05
-9.13914,5.8061e-05
-9.11912,6.28765e-05
-9.0991,6.77603e-05
-9.07908,7.2705e-05
-9.05906,7.77031e-05
-9.03904,8.27465e-05
-9.01902,8.78268e-05
-8.999,9.29351e-05
-8.97898,9.80621e-05
-8.95896,0.000103198
-8.93894,0.000108333
-8.91892,0.000113456
-8.8989,0.000118557
-8.87888,0.000123623
-8.85886,0.000128644
-8.83884,0.000133607
-8.81882,0.000138499
-8.7988,0.000143308
-8.77878,0.000148021
-8.75876,0.000152624
-8.73874,0.000157102
-8.71872,0.000161443
-8.6987,0.00016563
-8.67868,0.00016965
-8.65866,0.000173488
-8.63864,0.000177128
-8.61862,0.000180554
-8.5986,0.000183751
-8.57858,0.000186703
-8.55856,0.000189394
-8.53854,0.000191808
-8.51852,0.000193928
-8.4985,0.000195739
-8.47848,0.000197223
-8.45846,0.000198365
-8.43844,0.000199147
-8.41842,0.000199555
-8.3984,0.000199571
-8.37838,0.00019918
-8.35836,0.000198366
-8.33834,0.000197113
-8.31832,0.000195406
-8.2983,0.00019323
-8.27828,0.00019057
-8.25826,0.000187411
-8.23824,0.000183741
-8.21822,0.000179544
-8.1982,0.00017481
-8.17818,0.000169524
-8.15816,0.000163676
-8.13814,0.000157255
-8.11812,0.00015025
-8.0981,0.000142651
-8.07808,0.00013445
-8.05806,0.00012564
-8.03804,0.000116212
-8.01802,0.000106162
-7.998,9.54847e-05
-7.97798,8.41756e-05
-7.95796,7.22325e-05
-7.93794,5.96538e-05
-7.91792,4.64392e-05
-7.8979,3.25899e-05
-7.87788,1.81082e-05
-7.85786,2.99785e-06
-7.83784,-1.27359e-05
-7.81782,-2.90864e-05
-7.7978,-4.60454e-05
-7.77778,-6.36031e-05
-7.75776,-8.1748e-05
-7.73774,-0.000100467
-7.71772,-0.000119746
-7.6977,-0.000139567
-7.67768,-0.000159912
-7.65766,-0.000180762
-7.63764,-0.000202094
-7.61762,-0.000223885
-7.5976,-0.000246108
-7.57758,-0.000268735
-7.55756,-0.000291738
-7.53754,-0.000315084
-7.51752,-0.000338739
-7.4975,-0.000362669
-7.47748,-0.000386835
-7.45746,-0.000411197
-7.43744,-0.000435713
-7.41742,-0.000460341
-7.3974,-0.000485033
-7.37738,-0.000509743
-7.35736,-0.00053442
-7.33734,-0.000559013
-7.31732,-0.000583467
-7.2973,-0.000607728
-7.27728,-0.000631737
-7.25726,-0.000655436
-7.23724,-0.000678763
-7.21722,-0.000701656
-7.1972,-0.000724049
-7.17718,-0.000745877
-7.15716,-0.000767072
-7.13714,-0.000787564
-7.11712,-0.000807284
-7.0971,-0.000826158
-7.07708,-0.000844115
-7.05706,-0.00086108
-7.03704,-0.000876978
-7.01702,-0.000891732
-6.997,-0.000905266
-6.97698,-0.000917503
-6.95696,-0.000928363
-6.93694,-0.000937769
-6.91692,-0.000945643
-6.8969,-0.000951905
-6.87688,-0.000956476
-6.85686,-0.000959279
-6.83684,-0.000960236
-6.81682,-0.000959269
-6.7968,-0.000956301
-6.77678,-0.000951256
-6.75676,-0.000944061
-6.73674,-0.000934643
-6.71672,-0.000922928
-6.6967,-0.000908849
-6.67668,-0.000892336
-6.65666,-0.000873324
-6.63664,-0.00085175
-6.61662,-0.000827554
-6.5966,-0.000800677
-6.57658,-0.000771066
-6.55656,-0.000738669
-6.53654,-0.000703438
-6.51652,-0.000665329
-6.4965,-0.000624304
-6.47648,-0.000580326
-6.45646,-0.000533366
-6.43644,-0.000483397
-6.41642,-0.000430398
-6.3964,-0.000374354
-6.37638,-0.000315255
-6.35636,-0.000253097
-6.33634,-0.000187883
-6.31632,-0.00011962
-6.2963,-4.83247e-05
-6.27628,2.59825e-05
-6.25626,0.000103272
-6.23624,0.000183508
-6.21622,0.000266647
-6.1962,0.000352637
-6.17618,0.000441419
-6.15616,0.000532926
-6.13614,0.000627081
-6.11612,0.000723801
-6.0961,0.000822993
-6.07608,0.000924554
-6.05606,0.00102837
-6.03604,0.00113433
-6.01602,0.0012423
-5.996,0.00135214
-5.97598,0.00146371
-5.95596,0.00157683
-5.93594,0.00169136
-5.91592,0.00180711
-5.8959,0.00192389
-5.87588,0.00204151
-5.85586,0.00215976
-5.83584,0.00227843
-5.81582,0.00239728
-5.7958,0.00251609
-5.77578,0.00263461
-5.75576,0.00275259
-5.73574,0.00286976
-5.71572,0.00298585
-5.6957,0.00310058
-5.67568,0.00321366
-5.65566,0.00332478
-5.63564,0.00343365
-5.61562,0.00353995
-5.5956,0.00364335
-5.57558,0.00374353
-5.55556,0.00384015
-5.53554,0.00393286
-5.51552,0.00402132
-5.4955,0.00410518
-5.47548,0.00418407
-5.45546,0.00425763
-5.43544,0.00432548
-5.41542,0.00438727
-5.3954,0.00444262
-5.37538,0.00449114
-5.35536,0.00453246
-5.33534,0.00456621
-5.31532,0.004592
-5.2953,0.00460945
-5.27528,0.0046182
-5.25526,0.00461786
-5.23524,0.00460807
-5.21522,0.00458845
-5.1952,0.00455866
-5.17518,0.00451833
-5.15516,0.00446711
-5.13514,0.00440467
-5.11512,0.00433068
-5.0951,0.0042448
-5.07508,0.00414675
-5.05506,0.00403621
-5.03504,0.0039129
-5.01502,0.00377655
-4.99499,0.00362692
-4.97497,0.00346375
-4.95495,0.00328684
-4.93493,0.00309599
-4.91491,0.00289101
-4.89489,0.00267174
-4.87487,0.00243805
-4.85485,0.00218984
-4.83483,0.001927
-4.81481,0.00164949
-4.79479,0.00135727
-4.77477,0.00105034
-4.75475,0.000728722
-4.73473,0.000392474
-4.71471,4.16883e-05
-4.69469,-0.000323513
-4.67467,-0.000702973
-4.65465,-0.0010965
-4.63463,-0.00150386
-4.61461,-0.00192478
-4.59459,-0.00235897
-4.57457,-0.00280607
-4.55455,-0.00326571
-4.53453,-0.00373744
-4.51451,-0.0042208
-4.49449,-0.00471528
-4.47447,-0.00522032
-4.45445,-0.00573533
-4.43443,-0.00625964
-4.41441,-0.00679258
-4.39439,-0.00733341
-4.37437,-0.00788134
-4.35435,-0.00843554
-4.33433,-0.00899513
-4.31431,-0.0095592
-4.29429,-0.0101268
-4.27427,-0.0106968
-4.25425,-0.0112683
-4.23423,-0.0118401
-4.21421,-0.012411
-4.19419,-0.0129799
-4.17417,-0.0135455
-4.15415,-0.0141065
-4.13413,-0.0146616
-4.11411,-0.0152094
-4.09409,-0.0157485
-4.07407,-0.0162774
-4.05405,-0.0167946
-4.03403,-0.0172986
-4.01401,-0.0177879
-3.99399,-0.0182608
-3.97397,-0.0187156
-3.95395,-0.0191508
-3.93393,-0.0195647
-3.91391,-0.0199554
-3.89389,-0.0203213
-3.87387,-0.0206606
-3.85385,-0.0209715
-3.83383,-0.0212523
-3.81381,-0.021501
-3.79379,-0.021716
-3.77377,-0.0218954
-3.75375,-0.0220373
-3.73373,-0.02214
-3.71371,-0.0222017
-3.69369,-0.0222204
-3.67367,-0.0221945
-3.65365,-0.0221222
-3.63363,-0.0220016
-3.61361,-0.0218312
-3.59359,-0.0216092
-3.57357,-0.0213339
-3.55355,-0.0210038
-3.53353,-0.0206173
-3.51351,-0.0201728
-3.49349,-0.0196689
-3.47347,-0.0191042
-3.45345,-0.0184774
-3.43343,-0.0177873
-3.41341,-0.0170325
-3.39339,-0.0162121
-3.37337,-0.0153251
-3.35335,-0.0143705
-3.33333,-0.0133475
-3.31331,-0.0122554
-3.29329,-0.0110937
-3.27327,-0.00986178
-3.25325,-0.00855942
-3.23323,-0.00718635
-3.21321,-0.0057425
-3.19319,-0.00422792
-3.17317,-0.00264283
