-4 10
-3.991 9.89595
-3.982 9.79191
-3.973 9.68787
-3.964 9.58384
-3.955 9.47983
-3.946 9.37584
-3.937 9.27188
-3.928 9.16794
-3.919 9.06403
-3.91 8.96015
-3.901 8.85632
-3.892 8.75253
-3.883 8.64878
-3.874 8.54509
-3.865 8.44145
-3.856 8.33787
-3.847 8.23435
-3.838 8.1309
-3.829 8.02751
-3.82 7.9242
-3.811 7.82097
-3.802 7.71782
-3.793 7.61476
-3.784 7.51179
-3.775 7.40891
-3.766 7.30612
-3.757 7.20344
-3.748 7.10086
-3.739 6.9984
-3.73 6.89604
-3.721 6.7938
-3.712 6.69169
-3.703 6.58969
-3.694 6.48783
-3.685 6.3861
-3.676 6.2845
-3.667 6.18305
-3.658 6.08173
-3.649 5.98057
-3.64 5.87956
-3.631 5.7787
-3.622 5.67801
-3.613 5.57748
-3.604 5.47711
-3.595 5.37692
-3.586 5.2769
-3.577 5.17706
-3.568 5.0774
-3.559 4.97793
-3.55 4.87865
-3.541 4.77957
-3.532 4.68068
-3.523 4.582
-3.514 4.48353
-3.505 4.38526
-3.496 4.28721
-3.487 4.18937
-3.478 4.09176
-3.469 3.99438
-3.46 3.89722
-3.451 3.8003
-3.442 3.70361
-3.433 3.60717
-3.424 3.51097
-3.415 3.41502
-3.406 3.31932
-3.397 3.22388
-3.388 3.12871
-3.379 3.03379
-3.37 2.93915
-3.361 2.84478
-3.352 2.75068
-3.343 2.65686
-3.334 2.56333
-3.325 2.47009
-3.316 2.37714
-3.307 2.28449
-3.298 2.19213
-3.289 2.10008
-3.28 2.00833
-3.271 1.9169
-3.262 1.82579
-3.253 1.73499
-3.244 1.64451
-3.235 1.55437
-3.226 1.46455
-3.217 1.37507
-3.208 1.28593
-3.199 1.19713
-3.19 1.10867
-3.181 1.02057
-3.172 0.932823
-3.163 0.845432
-3.154 0.758404
-3.145 0.671742
-3.136 0.58545
-3.127 0.499532
-3.118 0.413991
-3.109 0.328832
-3.1 0.244059
-3.091 0.159675
-3.082 0.0756841
-3.073 -0.0079095
-3.064 -0.091102
-3.055 -0.173889
-3.046 -0.256268
-3.037 -0.338234
-3.028 -0.419783
-3.019 -0.500912
-3.01 -0.581616
-3.001 -0.661892
-2.992 -0.741736
-2.983 -0.821143
-2.974 -0.900111
-2.965 -0.978634
-2.956 -1.05671
-2.947 -1.13433
-2.938 -1.2115
-2.929 -1.28821
-2.92 -1.36446
-2.911 -1.44024
-2.902 -1.51554
-2.893 -1.59037
-2.884 -1.66473
-2.875 -1.7386
-2.866 -1.81198
-2.857 -1.88487
-2.848 -1.95727
-2.839 -2.02917
-2.83 -2.10057
-2.821 -2.17146
-2.812 -2.24184
-2.803 -2.31171
-2.794 -2.38106
-2.785 -2.44989
-2.776 -2.51819
-2.767 -2.58596
-2.758 -2.6532
-2.749 -2.7199
-2.74 -2.78606
-2.731 -2.85168
-2.722 -2.91674
-2.713 -2.98125
-2.704 -3.04521
-2.695 -3.10861
-2.686 -3.17144
-2.677 -3.2337
-2.668 -3.29539
-2.659 -3.3565
-2.65 -3.41704
-2.641 -3.47698
-2.632 -3.53635
-2.623 -3.59511
-2.614 -3.65329
-2.605 -3.71086
-2.596 -3.76783
-2.587 -3.8242
-2.578 -3.87995
-2.569 -3.93508
-2.56 -3.9896
-2.551 -4.04349
-2.542 -4.09676
-2.533 -4.1494
-2.524 -4.2014
-2.515 -4.25276
-2.506 -4.30348
-2.497 -4.35356
-2.488 -4.40298
-2.479 -4.45175
-2.47 -4.49986
-2.461 -4.54731
-2.452 -4.59409
-2.443 -4.64021
-2.434 -4.68565
-2.425 -4.73041
-2.416 -4.77449
-2.407 -4.81789
-2.398 -4.86059
-2.389 -4.90261
-2.38 -4.94392
-2.371 -4.98454
-2.362 -5.02445
-2.353 -5.06365
-2.344 -5.10214
-2.335 -5.13991
-2.326 -5.17697
-2.317 -5.21329
-2.308 -5.24889
-2.299 -5.28376
-2.29 -5.31789
-2.281 -5.35129
-2.272 -5.38393
-2.263 -5.41583
-2.254 -5.44698
-2.245 -5.47738
-2.236 -5.50701
-2.227 -5.53588
-2.218 -5.56399
-2.209 -5.59132
-2.2 -5.61788
-2.191 -5.64366
-2.182 -5.66865
-2.173 -5.69286
-2.164 -5.71628
-2.155 -5.73891
-2.146 -5.76074
-2.137 -5.78176
-2.128 -5.80198
-2.119 -5.82139
-2.11 -5.83998
-2.101 -5.85776
-2.092 -5.87471
-2.083 -5.89084
-2.074 -5.90615
-2.065 -5.92061
-2.056 -5.93424
-2.047 -5.94703
-2.038 -5.95898
-2.029 -5.97007
-2.02 -5.98031
-2.011 -5.9897
-2.002 -5.99822
-1.993 -6.00588
-1.984 -6.01269
-1.975 -6.01863
-1.966 -6.02373
-1.957 -6.02799
-1.948 -6.03141
-1.939 -6.03401
-1.93 -6.03578
-1.921 -6.03673
-1.912 -6.03688
-1.903 -6.03622
-1.894 -6.03477
-1.885 -6.03252
-1.876 -6.0295
-1.867 -6.02569
-1.858 -6.02111
-1.849 -6.01577
-1.84 -6.00967
-1.831 -6.00281
-1.822 -5.99521
-1.813 -5.98687
-1.804 -5.9778
-1.795 -5.96799
-1.786 -5.95747
-1.777 -5.94624
-1.768 -5.93429
-1.759 -5.92165
-1.75 -5.90831
-1.741 -5.89428
-1.732 -5.87956
-1.723 -5.86417
-1.714 -5.84811
-1.705 -5.83139
-1.696 -5.81401
-1.687 -5.79598
-1.678 -5.7773
-1.669 -5.75799
-1.66 -5.73805
-1.651 -5.71747
-1.642 -5.69628
-1.633 -5.67448
-1.624 -5.65207
-1.615 -5.62906
-1.606 -5.60546
-1.597 -5.58127
-1.588 -5.55649
-1.579 -5.53115
-1.57 -5.50523
-1.561 -5.47876
-1.552 -5.45172
-1.543 -5.42414
-1.534 -5.39602
-1.525 -5.36735
