-4.94634 	1.00013
-4.83902 	1.00036
-4.73169 	1.0006
-4.62437 	1.00084
-4.51705 	1.00108
-4.40973 	1.00134
-4.3024 	1.00161
-4.19508 	1.00189
-4.08776 	1.00219
-3.98044 	1.00252
-3.87312 	1.00287
-3.76579 	1.00325
-3.65847 	1.00365
-3.55115 	1.0041
-3.44383 	1.00458
-3.3365 	1.00512
-3.22918 	1.0057
-3.12186 	1.00634
-3.01454 	1.00705
-2.90721 	1.00783
-2.79989 	1.00869
-2.69257 	1.00965
-2.58525 	1.01069
-2.47793 	1.01184
-2.3706 	1.0131
-2.26328 	1.01449
-2.15596 	1.01601
-2.04864 	1.01766
-1.94131 	1.01946
-1.83399 	1.0214
-1.72667 	1.02349
-1.61935 	1.02572
-1.51202 	1.02808
-1.4047 	1.03057
-1.29738 	1.03316
-1.19006 	1.03582
-1.08274 	1.03852
-0.975413 	1.04122
-0.86809 	1.04387
-0.760768 	1.04633
-0.674773 	1.04832
-0.609257 	1.04975
-0.550289 	1.0509
-0.516298 	1.05154
-0.473349 	1.05229
-0.403182 	1.0534
-0.331739 	1.05439
-0.259206 	1.05521
-0.185794 	1.05584
-0.111739 	1.05628
-0.0372905 	1.0565
-8.28059e-18 	1.05655
8.28059e-18 	1.05655
0.0372905 	1.0565
0.111739 	1.05629
0.185794 	1.05586
0.259206 	1.05522
0.331739 	1.05441
0.403182 	1.05343
0.473349 	1.05232
0.516298 	1.05158
0.550289 	1.05094
0.609257 	1.04979
0.674773 	1.04836
0.760768 	1.04638
0.86809 	1.04394
0.975413 	1.04129
1.08274 	1.0386
1.19006 	1.03591
1.29738 	1.03325
1.4047 	1.03068
1.51202 	1.02821
1.61935 	1.02586
1.72667 	1.02365
1.83399 	1.02157
1.94131 	1.01965
2.04864 	1.01787
2.15596 	1.01624
2.26328 	1.01474
2.3706 	1.01338
2.47793 	1.01214
2.58525 	1.01103
2.69257 	1.01001
2.79989 	1.00909
2.90721 	1.00827
3.01454 	1.00753
3.12186 	1.00687
3.22918 	1.00627
3.3365 	1.00574
3.44383 	1.00527
3.55115 	1.00485
3.65847 	1.00447
3.76579 	1.00414
3.87312 	1.00384
3.98044 	1.00358
4.08776 	1.00336
4.19508 	1.00317
4.3024 	1.003
4.40973 	1.00287
4.51705 	1.00275
4.62437 	1.00266
4.73169 	1.0026
4.83902 	1.00256
